id,causal_linkage_tier,causal_tier,expression_trend,expression_log2fc,therapeutic_alignment,therapeutic_recommendation,systemic_toxicity_risk,strategy_type,perturbation_ace,essentiality_tag,evidence_count,pathways,cell_types_active_in,regulating_snps,paracrine_targets,has_disease_link,has_pathway_link,eqtl_causal_direction,mean_eQTL_Z,max_eQTL_Z,mean_GWAS_Z,mean_GWAS_pval,min_GWAS_pval,n_snps_used,n_eQTL_variants,Evidence_Strength,Gene_Genetic_Confidence_Score,OR,CI_low,CI_high,mr_beta,mr_se,mr_pval,mr_direction,confidence_tier,method,is_gwas_hit,genetic_confidence_score,in_mr_risk,in_mr_protective,in_mr_any,in_eqtl,in_gwas
DPH3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs6804208,,Yes,No,Protective,-9.37870789,-9.37870789,2.741655597,0.00611304,0.00611304,1,1,Low,0.087522432,0.454067071,0.25822382,0.798442628,-0.789510358,0.287968466,0.00611304,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.087522432,FALSE,TRUE,TRUE,TRUE,FALSE
P3H3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4963510,,Yes,No,Protective,-8.426272944,-8.426272944,3.049537523,0.00229194,0.00229194,1,1,Low,0.087390186,1.481006334,1.150632152,1.906238893,0.392721812,0.128780777,0.00229194,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.087390186,TRUE,FALSE,TRUE,TRUE,FALSE
GRIN3B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs3087680,,Yes,No,Risk,-10.004382,-10.004382,-2.514708019,0.0119131,0.0119131,1,1,Low,0.086842338,1.258502215,1.05202567,1.505503022,0.229922296,0.091431011,0.0119131,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.086842338,FALSE,FALSE,TRUE,TRUE,FALSE
MCM6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs55830620,,Yes,No,Protective,9.765310475,9.765310475,-2.559247596,0.0104899,0.0104899,1,1,Low,0.086109877,0.525330261,0.320867375,0.860080845,-0.643728146,0.251530234,0.0104899,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.086109877,FALSE,FALSE,TRUE,TRUE,FALSE
EPSTI1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.249,Reversal,Activate,Low,Agonist / Stabilizer,-0.163,Moderate dependency,2,,,rs3825511,,Yes,No,Protective,-14.28942057,-14.28942057,1.256372355,0.208981,0.208981,1,1,Low,0.085878667,1.124255239,0.936511794,1.3496358,0.117120807,0.093221414,0.208981,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.085878667,FALSE,FALSE,TRUE,TRUE,FALSE
CMSS1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1718240,,Yes,No,Protective,-7.283978653,-7.283978653,3.370353543,0.000750718,0.000750718,1,1,Low,0.085718658,0.521667452,0.357311103,0.761624613,-0.650724959,0.193073205,0.000750718,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.085718658,FALSE,TRUE,TRUE,TRUE,FALSE
IDUA,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs10902762,,Yes,No,Risk,9.04381328,9.04381328,2.763394394,0.00572036,0.00572036,1,1,Low,0.08547303,1.813075046,1.188854049,2.765050198,0.595024324,0.215323707,0.00572036,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.08547303,TRUE,FALSE,TRUE,TRUE,FALSE
A1BG,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1265960,,Yes,No,Risk,9.418935827,9.418935827,2.640881648,0.00826906,0.00826906,1,1,Low,0.08543482,0.688447102,0.521845503,0.908237033,-0.373316795,0.141360669,0.00826906,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.08543482,FALSE,TRUE,TRUE,TRUE,FALSE
TNFRSF18,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11721,,Yes,No,Risk,-9.786416218,-9.786416218,-2.515593953,0.0118832,0.0118832,1,1,Low,0.085222971,1.541993328,1.100372911,2.160852381,0.433075948,0.172156539,0.0118832,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.085222971,FALSE,FALSE,TRUE,TRUE,FALSE
MED27,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs3935101,,Yes,No,Protective,-10.29561654,-10.29561654,2.336513401,0.0194645,0.0194645,1,1,Low,0.084714569,1.335037301,1.047664954,1.701235294,0.288959233,0.123671121,0.0194645,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.084714569,FALSE,FALSE,TRUE,TRUE,FALSE
CCDC6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs55842846,,Yes,No,Protective,-7.402350871,-7.402350871,3.279595552,0.00103956,0.00103956,1,1,Low,0.084605777,0.57194221,0.409578717,0.798669164,-0.558717324,0.170361654,0.00103956,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.084605777,FALSE,TRUE,TRUE,TRUE,FALSE
ROBO3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11219822,,Yes,No,Protective,10.85097021,10.85097021,-2.114866818,0.0344413,0.0344413,1,1,Low,0.083401601,0.763526758,0.594605651,0.980436545,-0.269807108,0.127576406,0.0344413,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.083401601,FALSE,FALSE,TRUE,TRUE,FALSE
SIK2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12363179,,Yes,No,Risk,8.174909809,8.174909809,2.958582004,0.00309058,0.00309058,1,1,Low,0.083324772,1.680076908,1.191387958,2.369218523,0.518839571,0.175367649,0.00309058,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.083324772,TRUE,FALSE,TRUE,TRUE,FALSE
POLR1F,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs2072185,,Yes,No,Protective,10.30993261,10.30993261,-2.238755948,0.0251718,0.0251718,1,1,Low,0.082450323,0.755544225,0.591123331,0.965698773,-0.280316961,0.12521104,0.0251718,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.082450323,FALSE,FALSE,TRUE,TRUE,FALSE
EPHB2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.48,Reversal,Context-Dependent,Low,Unknown,-0.0387,Weak/Contextual,1,Ear morphogenesis | Positive regulation of cytokine production | Regulation of adaptive immune response | Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains | Regulation of defense response,,rs6687487,,Yes,Yes,Protective,-11.35624341,-11.35624341,1.911577559,0.0559304,0.0559304,1,1,Low,0.082051174,0.838507729,0.699965262,1.004471579,-0.17613148,0.092139332,0.0559304,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.082051174,FALSE,FALSE,TRUE,TRUE,FALSE
FRAT2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs10882904,,Yes,No,Protective,8.760112939,8.760112939,-2.679168242,0.00738053,0.00738053,1,1,Low,0.081327528,0.524123194,0.32672259,0.840790111,-0.646028519,0.241130254,0.00738053,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.081327528,FALSE,TRUE,TRUE,TRUE,FALSE
PRSS30P,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,-1.314,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs17854132,,Yes,No,Risk,14.70907176,14.70907176,0.96176632,0.336167,0.336167,1,1,Low,0.080908906,1.09710561,0.908291942,1.325169435,0.092675448,0.096359632,0.336167,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.080908906,FALSE,FALSE,TRUE,TRUE,FALSE
BCL7A,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs10840637,,Yes,No,Risk,-7.944331601,-7.944331601,-2.928895285,0.00340169,0.00340169,1,1,Low,0.080852003,1.499752727,1.143479304,1.967030127,0.405300246,0.138379903,0.00340169,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.080852003,TRUE,FALSE,TRUE,TRUE,FALSE
CALHM2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs2986033,,Yes,No,Protective,-10.76744943,-10.76744943,2.027454042,0.042616,0.042616,1,1,Low,0.080649624,0.724151013,0.530056073,0.989319276,-0.322755326,0.159192425,0.042616,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.080649624,FALSE,FALSE,TRUE,TRUE,FALSE
ANKRD55,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs7731626,,Yes,No,Risk,-5.642837058,-5.642837058,-3.739390472,0.000184467,0.000184467,1,1,Low,0.080628179,2.215539877,1.460147046,3.361727822,0.795496111,0.212734165,0.000184467,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.080628179,TRUE,FALSE,TRUE,TRUE,FALSE
LCMT2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs956391,,Yes,No,Protective,-7.576112777,-7.576112777,3.043903547,0.0023353,0.0023353,1,1,Low,0.080617489,0.50991848,0.330489414,0.786763039,-0.67350441,0.221263387,0.0023353,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.080617489,FALSE,TRUE,TRUE,TRUE,FALSE
TSPAN15,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs61848397,,Yes,No,Protective,9.171459454,9.171459454,-2.514468357,0.0119212,0.0119212,1,1,Low,0.080567371,0.772220401,0.631301535,0.944595117,-0.258485276,0.102799177,0.0119212,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.080567371,FALSE,FALSE,TRUE,TRUE,FALSE
IGSF22,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs2289965,,Yes,No,Protective,10.19396163,10.19396163,-2.193530216,0.0282692,0.0282692,1,1,Low,0.080500794,0.828003034,0.699504381,0.980106835,-0.18873846,0.086043246,0.0282692,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.080500794,FALSE,FALSE,TRUE,TRUE,FALSE
STPG1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12140084,,Yes,No,Risk,-6.786855965,-6.786855965,-3.310331915,0.000931854,0.000931854,1,1,Low,0.080405937,1.540193501,1.192654504,1.98900521,0.431908059,0.130472735,0.000931854,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.080405937,TRUE,FALSE,TRUE,TRUE,FALSE
LST1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs3093553,,Yes,No,Risk,-6.409318273,-6.409318273,-3.42836431,0.00060723,0.00060723,1,1,Low,0.080016064,2.941024936,1.587294212,5.449290755,1.078758138,0.314656799,0.00060723,Higher expression -> higher risk,Weak,Wald ratio,TRUE,0.080016064,TRUE,FALSE,TRUE,TRUE,TRUE
SIRPD,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs2249832,,Yes,No,Protective,9.877545455,9.877545455,-2.261362806,0.0237368,0.0237368,1,1,Low,0.079803123,0.752210865,0.587704387,0.962764951,-0.284738589,0.125914598,0.0237368,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.079803123,FALSE,FALSE,TRUE,TRUE,TRUE
A1BG-AS1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs893182,,Yes,No,Risk,10.12745018,10.12745018,2.184298785,0.0289403,0.0289403,1,1,Low,0.079788743,0.786793905,0.634476706,0.975677504,-0.239788939,0.109778452,0.0289403,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.079788743,FALSE,FALSE,TRUE,TRUE,FALSE
CPED1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs6949989,,Yes,No,Protective,10.15360914,10.15360914,-2.175064277,0.0296253,0.0296253,1,1,Low,0.079757816,1.215036315,1.01944535,1.448153396,0.194773965,0.089548602,0.0296253,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.079757816,FALSE,FALSE,TRUE,TRUE,FALSE
MSC,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs13257737,,Yes,No,Protective,-8.097129467,-8.097129467,2.818313153,0.00482767,0.00482767,1,1,Low,0.079486646,0.720384023,0.573464843,0.904943253,-0.327970844,0.116371328,0.00482767,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.079486646,FALSE,TRUE,TRUE,TRUE,FALSE
DENND5B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1259432,,Yes,No,Protective,5.767386042,5.767386042,-3.629190844,0.000284311,0.000284311,1,1,Low,0.079245695,2.300887859,1.467061367,3.608632237,0.833295074,0.229609053,0.000284311,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.079245695,TRUE,FALSE,TRUE,TRUE,FALSE
PTPN12,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4729503,,Yes,No,Protective,7.602844895,7.602844895,-2.972755971,0.00295139,0.00295139,1,1,Low,0.079204919,0.453380044,0.269129248,0.7637723,-0.791024555,0.266091318,0.00295139,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.079204919,FALSE,TRUE,TRUE,TRUE,FALSE
NUAK2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4950989,,Yes,No,Risk,-10.74157608,-10.74157608,-1.972319017,0.0485732,0.0485732,1,1,Low,0.079111812,1.50853721,1.002571265,2.269848132,0.411140446,0.208455347,0.0485732,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.079111812,FALSE,FALSE,TRUE,TRUE,FALSE
RRP7BP,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs137108,,Yes,No,Risk,-10.05179235,-10.05179235,-2.170090378,0.03,0.03,1,1,Low,0.078890188,1.279885641,1.024177981,1.599436117,0.246770731,0.113714495,0.03,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.078890188,FALSE,FALSE,TRUE,TRUE,FALSE
VDR,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12721375,,Yes,No,Risk,-9.048363548,-9.048363548,-2.439161192,0.0147214,0.0147214,1,1,Low,0.077865917,1.425017291,1.072055347,1.894187913,0.354183948,0.145207274,0.0147214,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.077865917,FALSE,FALSE,TRUE,TRUE,FALSE
ADAL,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1549523,,Yes,No,Protective,-7.148516741,-7.148516741,3.062015592,0.00219852,0.00219852,1,1,Low,0.077685257,0.631171421,0.470133696,0.847370366,-0.460177788,0.150285906,0.00219852,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.077685257,FALSE,TRUE,TRUE,TRUE,FALSE
DPEP3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs3785100,,Yes,No,Protective,-8.731143263,-8.731143263,2.527087024,0.0115013,0.0115013,1,1,Low,0.077548478,0.582137212,0.382630725,0.885667856,-0.541049099,0.214099908,0.0115013,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.077548478,FALSE,FALSE,TRUE,TRUE,FALSE
LINC00239,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs72715626,,Yes,No,Risk,-8.677515302,-8.677515302,-2.519307251,0.0117586,0.0117586,1,1,Low,0.076962661,1.273870326,1.055209463,1.537842168,0.242059767,0.096081876,0.0117586,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.076962661,FALSE,FALSE,TRUE,TRUE,FALSE
BMP8A,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs79473113,,Yes,No,Protective,-10.1981554,-10.1981554,2.018038998,0.0435872,0.0435872,1,1,Low,0.076286543,0.829185165,0.691261926,0.994627379,-0.187311789,0.092818716,0.0435872,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.076286543,FALSE,FALSE,TRUE,TRUE,FALSE
MPV17L2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs200378,,Yes,No,Risk,7.528935185,7.528935185,2.869581034,0.00411016,0.00411016,1,1,Low,0.076283161,0.666861257,0.505646556,0.879475851,-0.405173266,0.141195966,0.00411016,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.076283161,FALSE,TRUE,TRUE,TRUE,FALSE
TMEM259,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs3087680,,Yes,No,Risk,-8.543712073,-8.543712073,-2.514708019,0.0119131,0.0119131,1,1,Low,0.075848061,1.974099114,1.161860791,3.354160277,0.680112149,0.270453724,0.0119131,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.075848061,FALSE,FALSE,TRUE,TRUE,FALSE
SLC26A8,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.188,Reversal,Activate,Low,Agonist / Stabilizer,-0.1425,Moderate dependency,2,,,rs9368897,,Yes,No,Risk,-12.06979414,-12.06979414,-1.457675529,0.14493,0.14493,1,1,Low,0.075751609,1.270181345,0.920888806,1.751960323,0.239159682,0.164069216,0.14493,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.075751609,FALSE,FALSE,TRUE,TRUE,FALSE
TMEM116,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs11066118,,Yes,No,Protective,11.46240001,11.46240001,-1.609541446,0.107498,0.107498,1,1,Low,0.075303444,0.819264501,0.642683881,1.044361533,-0.199348291,0.12385409,0.107498,Higher expression -> lower risk (protective),Not_significant,Wald ratio,TRUE,0.075303444,FALSE,FALSE,TRUE,TRUE,TRUE
LINC00654,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs6053447,,Yes,No,Protective,9.365533677,9.365533677,-2.21772923,0.0265733,0.0265733,1,1,Low,0.074983382,0.735834273,0.561102153,0.964979506,-0.306750358,0.138317317,0.0265733,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.074983382,FALSE,FALSE,TRUE,TRUE,FALSE
ALDH2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs610303,,Yes,No,Protective,7.416569318,7.416569318,-2.84469906,0.00444534,0.00444534,1,1,Low,0.074851337,0.605406329,0.428427293,0.855493637,-0.501855428,0.176417757,0.00444534,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.074851337,FALSE,TRUE,TRUE,TRUE,FALSE
TOMM6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs9394831,,Yes,No,Protective,-8.29652051,-8.29652051,2.537306826,0.0111709,0.0111709,1,1,Low,0.074510953,0.51570306,0.309197777,0.860127936,-0.662224144,0.260994901,0.0111709,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.074510953,FALSE,FALSE,TRUE,TRUE,FALSE
ATXN1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs2301594,,Yes,No,Risk,-10.13964745,-10.13964745,-1.960269491,0.0499643,0.0499643,1,1,Low,0.074466234,1.467021038,1.000052687,2.152037341,0.38323384,0.195500589,0.0499643,Higher expression -> higher risk,Weak,Wald ratio,TRUE,0.074466234,FALSE,FALSE,TRUE,TRUE,TRUE
LRRC56,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12576769,,Yes,No,Risk,-9.41932023,-9.41932023,-2.173655726,0.029731,0.029731,1,1,Low,0.074332001,1.313426827,1.027160952,1.679473919,0.27263962,0.125429072,0.029731,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.074332001,FALSE,FALSE,TRUE,TRUE,FALSE
CSK,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs4886655,,Yes,No,Risk,-5.566595673,-5.566595673,-3.472139479,0.000516328,0.000516328,1,1,Low,0.07420707,4.741863255,1.969609938,11.41610158,1.55643015,0.448262565,0.000516328,Higher expression -> higher risk,Weak,Wald ratio,TRUE,0.07420707,TRUE,FALSE,TRUE,TRUE,TRUE
POPDC2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1880041,,Yes,No,Protective,9.939638184,9.939638184,-1.994660686,0.0460799,0.0460799,1,1,Low,0.073847741,0.831997977,0.694436523,0.996809082,-0.18392527,0.092208801,0.0460799,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.073847741,FALSE,FALSE,TRUE,TRUE,FALSE
PRAM1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11669139,,Yes,No,Protective,-9.439720686,-9.439720686,2.144951812,0.0319567,0.0319567,1,1,Low,0.073799205,1.927249273,1.058203549,3.509995563,0.656093739,0.305878079,0.0319567,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.073799205,FALSE,FALSE,TRUE,TRUE,FALSE
MRPL39,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs7278164,,Yes,No,Risk,9.662210097,9.662210097,2.071494585,0.0383126,0.0383126,1,1,Low,0.073673796,0.774086019,0.607525027,0.986311902,-0.256072276,0.123617159,0.0383126,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.073673796,FALSE,FALSE,TRUE,TRUE,FALSE
